sign,landmarks,timestamp
A,"[0.6746823191642761, 0.7168929576873779, -2.6692214305512607e-07, 0.7236508131027222, 0.7061994671821594, -0.01892211101949215, 0.7770634293556213, 0.6315010786056519, -0.023668838664889336, 0.8091212511062622, 0.5671694278717041, -0.028084667399525642, 0.8242270946502686, 0.5097044110298157, -0.026566097512841225, 0.7752900123596191, 0.5346307158470154, -0.010392230935394764, 0.7970582842826843, 0.4756861925125122, -0.03553285077214241, 0.7915735244750977, 0.5408969521522522, -0.04295985400676727, 0.7810891270637512, 0.5690540075302124, -0.04327509179711342, 0.7408871650695801, 0.5250239968299866, -0.013029906898736954, 0.7604989409446716, 0.46719735860824585, -0.0390351340174675, 0.7567353844642639, 0.5487422347068787, -0.03995652124285698, 0.7501534223556519, 0.5678149461746216, -0.03438562899827957, 0.7023415565490723, 0.5284267663955688, -0.02020913176238537, 0.7223109602928162, 0.47185468673706055, -0.05096433311700821, 0.7231892347335815, 0.5487964153289795, -0.03976902365684509, 0.7174324989318848, 0.569121778011322, -0.024734776467084885, 0.661335289478302, 0.5412338972091675, -0.02872176095843315, 0.6820214986801147, 0.5081638097763062, -0.0506313219666481, 0.6885619163513184, 0.5621645450592041, -0.04169853776693344, 0.68308424949646, 0.5835503339767456, -0.029735151678323746]",2025-11-03T02:06:03.650559
A,"[0.6227949857711792, 0.6777157783508301, -4.706914751295699e-07, 0.6869944930076599, 0.6482490301132202, -0.01570429466664791, 0.732160747051239, 0.5475893020629883, -0.01763700693845749, 0.7558423280715942, 0.4685628414154053, -0.02151201292872429, 0.7784358263015747, 0.41456207633018494, -0.01860184036195278, 0.7286103367805481, 0.4704921245574951, 0.0034422073513269424, 0.7526998519897461, 0.4120432734489441, -0.021356219425797462, 0.7421863079071045, 0.48406198620796204, -0.028707286342978477, 0.72906893491745, 0.4967145323753357, -0.030447492375969887, 0.6916706562042236, 0.4634559750556946, -0.0015690074069425464, 0.7160429954528809, 0.4095850884914398, -0.027846606448292732, 0.7113083600997925, 0.4990330934524536, -0.02697821520268917, 0.698832094669342, 0.5052450299263, -0.019921785220503807, 0.6519466042518616, 0.47072213888168335, -0.012002361938357353, 0.6741358637809753, 0.4084586203098297, -0.04300157353281975, 0.6778088808059692, 0.49492937326431274, -0.02622179314494133, 0.6648473739624023, 0.5088759660720825, -0.007067633792757988, 0.6092830300331116, 0.48273831605911255, -0.023788871243596077, 0.6339293718338013, 0.4362150728702545, -0.04243229702115059, 0.6428231000900269, 0.4918254613876343, -0.0270540788769722, 0.6312018632888794, 0.5094674229621887, -0.010561496019363403]",2025-11-03T02:06:04.685279
A,"[0.5471205711364746, 0.6578434705734253, -5.04408205870277e-07, 0.6141718626022339, 0.6241550445556641, -0.014919503591954708, 0.6551677584648132, 0.5212668180465698, -0.015381156466901302, 0.6740360856056213, 0.44244229793548584, -0.017422107979655266, 0.6929474472999573, 0.386861652135849, -0.015210159122943878, 0.6335741877555847, 0.43806591629981995, 0.0042765480466187, 0.6647346019744873, 0.39682281017303467, -0.02038562297821045, 0.6581401824951172, 0.46427080035209656, -0.030461657792329788, 0.6458215713500977, 0.4857728183269501, -0.033990297466516495, 0.5961629748344421, 0.4452947676181793, 0.00013387540820986032, 0.6264665722846985, 0.4157922863960266, -0.026048725470900536, 0.6226289868354797, 0.49396777153015137, -0.02830985188484192, 0.6094647645950317, 0.5095705986022949, -0.02393442951142788, 0.5596418976783752, 0.46475034952163696, -0.009649515151977539, 0.5890138149261475, 0.4411662817001343, -0.04145204648375511, 0.590623676776886, 0.5145951509475708, -0.032026853412389755, 0.5781592130661011, 0.5278749465942383, -0.018248461186885834, 0.5240684747695923, 0.4910328686237335, -0.02028683014214039, 0.5550218224525452, 0.4677285850048065, -0.038923099637031555, 0.5586473345756531, 0.5197795033454895, -0.028010105714201927, 0.5459990501403809, 0.53402179479599, -0.015712641179561615]",2025-11-03T02:06:06.322998
A,"[0.5114680528640747, 0.6960737705230713, -4.856743203163205e-07, 0.5763572454452515, 0.6677265167236328, -0.01998707465827465, 0.6161253452301025, 0.57169109582901, -0.024341285228729248, 0.6317154169082642, 0.4909878969192505, -0.029366254806518555, 0.6430106163024902, 0.42966896295547485, -0.02873452939093113, 0.5899451971054077, 0.4823572039604187, -0.006407603155821562, 0.6102344989776611, 0.42000967264175415, -0.03637124225497246, 0.6108825206756592, 0.4949765205383301, -0.04580939561128616, 0.6014846563339233, 0.5263811349868774, -0.04711797088384628, 0.5523943305015564, 0.4888221323490143, -0.009081586264073849, 0.5716626644134521, 0.4459350109100342, -0.041592661291360855, 0.5758713483810425, 0.5347765684127808, -0.04403732717037201, 0.5668495297431946, 0.5526639819145203, -0.03785238787531853, 0.5151755809783936, 0.5078532099723816, -0.01745934970676899, 0.5339326858520508, 0.476229727268219, -0.05462239682674408, 0.5429019927978516, 0.5580600500106812, -0.0430394746363163, 0.5359681248664856, 0.5733044147491455, -0.02564510889351368, 0.47798192501068115, 0.5350613594055176, -0.026968998834490776, 0.49721622467041016, 0.5037508606910706, -0.049720149487257004, 0.5093544721603394, 0.5585450530052185, -0.03796610236167908, 0.5043797492980957, 0.5763791799545288, -0.02319980040192604]",2025-11-03T02:06:07.338663
A,"[0.5213797092437744, 0.6818087100982666, -4.918333047498891e-07, 0.5877680778503418, 0.655447244644165, -0.021516941487789154, 0.6343377828598022, 0.5628910660743713, -0.025139829143881798, 0.6543694734573364, 0.48338866233825684, -0.028486235067248344, 0.6621920466423035, 0.4226801097393036, -0.025687944144010544, 0.6080693602561951, 0.46646326780319214, -0.006829079706221819, 0.6227332353591919, 0.41148409247398376, -0.03440060093998909, 0.6204598546028137, 0.4874497950077057, -0.04282594472169876, 0.6108837127685547, 0.5091023445129395, -0.04471052810549736, 0.5692297220230103, 0.47214388847351074, -0.008387810550630093, 0.5808180570602417, 0.4339667856693268, -0.03895387798547745, 0.5863026976585388, 0.5224395990371704, -0.04128846153616905, 0.5793488025665283, 0.5324104428291321, -0.03630860894918442, 0.5307081937789917, 0.490201473236084, -0.015511291101574898, 0.5416075587272644, 0.4588744342327118, -0.0511147640645504, 0.5526447296142578, 0.5407509207725525, -0.03964536264538765, 0.5477463006973267, 0.550148069858551, -0.02377549558877945, 0.49142682552337646, 0.5152338147163391, -0.023964187130331993, 0.5049445033073425, 0.490572988986969, -0.04658488556742668, 0.518295407295227, 0.5459215641021729, -0.03593757376074791, 0.5156653523445129, 0.5599251985549927, -0.022548362612724304]",2025-11-03T02:06:08.398987
A,"[0.5135411024093628, 0.6635762453079224, -4.3886007006221917e-07, 0.5815086960792542, 0.6469547748565674, -0.02864379808306694, 0.62557053565979, 0.5530868172645569, -0.0346837192773819, 0.6370406746864319, 0.46812355518341064, -0.03868994861841202, 0.644180953502655, 0.4072558879852295, -0.03654290735721588, 0.5875048637390137, 0.44479215145111084, -0.01423580665141344, 0.6007747054100037, 0.3949613571166992, -0.0442468486726284, 0.6015942692756653, 0.4705221354961395, -0.05304563418030739, 0.5914087891578674, 0.4912112057209015, -0.05526863783597946, 0.5446943044662476, 0.45142507553100586, -0.013180366717278957, 0.5570089221000671, 0.42244482040405273, -0.04743301495909691, 0.5654217600822449, 0.5120370388031006, -0.051478948444128036, 0.5562494397163391, 0.5165226459503174, -0.04656675085425377, 0.5056232213973999, 0.47539517283439636, -0.018220767378807068, 0.518088698387146, 0.4645845890045166, -0.05821109935641289, 0.5342176556587219, 0.5457845330238342, -0.050131913274526596, 0.5298579335212708, 0.5487092137336731, -0.03552018105983734, 0.4680718779563904, 0.5072436928749084, -0.025025349110364914, 0.48177051544189453, 0.5078840851783752, -0.05219016596674919, 0.5018191337585449, 0.5613914728164673, -0.046353716403245926, 0.5036253333091736, 0.5663339495658875, -0.03563009947538376]",2025-11-03T02:06:09.436678
A,"[0.507159948348999, 0.6566252708435059, -4.100660930816957e-07, 0.5692856311798096, 0.6327205300331116, -0.02257651835680008, 0.6071884632110596, 0.541535496711731, -0.027369370684027672, 0.6227736473083496, 0.4626995921134949, -0.03138023614883423, 0.6271049976348877, 0.4025726914405823, -0.030069073662161827, 0.570961594581604, 0.4408823549747467, -0.00966410432010889, 0.5883520245552063, 0.39616096019744873, -0.036984656006097794, 0.5925535559654236, 0.46598559617996216, -0.045858755707740784, 0.5832517147064209, 0.48756176233291626, -0.04840562865138054, 0.5324100852012634, 0.4483756422996521, -0.011337140575051308, 0.5493748188018799, 0.41939735412597656, -0.04234537482261658, 0.5604538917541504, 0.5023919343948364, -0.04640233889222145, 0.5513899326324463, 0.5131396055221558, -0.04215151071548462, 0.49624890089035034, 0.4727373421192169, -0.018370414152741432, 0.5148676037788391, 0.46006837487220764, -0.054971981793642044, 0.531038224697113, 0.5370563268661499, -0.04726581275463104, 0.5241698026657104, 0.545099675655365, -0.03352302685379982, 0.4618206024169922, 0.5062779188156128, -0.026719938963651657, 0.48333975672721863, 0.5011245012283325, -0.05153203383088112, 0.5005754828453064, 0.5523238778114319, -0.0448862724006176, 0.49717047810554504, 0.5610008835792542, -0.03412087634205818]",2025-11-03T02:06:10.457194
A,"[0.548464834690094, 0.6322983503341675, -4.317639366036019e-07, 0.6130392551422119, 0.6057507395744324, -0.023167714476585388, 0.6504422426223755, 0.5198075771331787, -0.030510446056723595, 0.6602489948272705, 0.4430161416530609, -0.03737626224756241, 0.6703783869743347, 0.3841742277145386, -0.0389610193669796, 0.6099000573158264, 0.42065587639808655, -0.013568440452218056, 0.6286962032318115, 0.3648243546485901, -0.04222005978226662, 0.6368705034255981, 0.43508729338645935, -0.0519675649702549, 0.6290820837020874, 0.46587589383125305, -0.05483667179942131, 0.5729982256889343, 0.43224626779556274, -0.014937607571482658, 0.5896860361099243, 0.396460622549057, -0.04711250588297844, 0.6051662564277649, 0.4802638590335846, -0.05121714249253273, 0.5990167260169983, 0.5027163028717041, -0.04713807255029678, 0.5396336317062378, 0.4590989351272583, -0.021568039432168007, 0.556312620639801, 0.43887007236480713, -0.05834550783038139, 0.5777115821838379, 0.5146482586860657, -0.05066779628396034, 0.5754233598709106, 0.5325607657432556, -0.03671583533287048, 0.508098840713501, 0.49542975425720215, -0.029576871544122696, 0.5274741053581238, 0.48474007844924927, -0.05464199185371399, 0.5491286516189575, 0.5324026346206665, -0.048868682235479355, 0.5502814054489136, 0.5461124777793884, -0.038686513900756836]",2025-11-03T02:06:11.492000
A,"[0.497627317905426, 0.6563695073127747, -4.4009726707372465e-07, 0.5578729510307312, 0.6312955617904663, -0.027953127399086952, 0.589212954044342, 0.5421411395072937, -0.03730854392051697, 0.6007978916168213, 0.46408241987228394, -0.04510890692472458, 0.6191020607948303, 0.4087112843990326, -0.04663039743900299, 0.5544272065162659, 0.4398219585418701, -0.015122012235224247, 0.5695192217826843, 0.3919553756713867, -0.04604639112949371, 0.5766758322715759, 0.46319907903671265, -0.05517425015568733, 0.5688166618347168, 0.4901005029678345, -0.05731283128261566, 0.5167382955551147, 0.4493275284767151, -0.014860959723591805, 0.5307462811470032, 0.42273351550102234, -0.05026475340127945, 0.5462981462478638, 0.5088168978691101, -0.053193699568510056, 0.5408981442451477, 0.5243080258369446, -0.04708077386021614, 0.48328593373298645, 0.47716397047042847, -0.020836232230067253, 0.4993707239627838, 0.4694189727306366, -0.060896143317222595, 0.5190320611000061, 0.5456355214118958, -0.05231830105185509, 0.5154097080230713, 0.555606484413147, -0.03694291412830353, 0.4528447389602661, 0.5143073201179504, -0.02868296019732952, 0.4694996178150177, 0.5138923525810242, -0.05565184727311134, 0.48985809087753296, 0.5617890954017639, -0.050407588481903076, 0.4901808500289917, 0.5682746171951294, -0.04011581838130951]",2025-11-03T02:06:12.500795
A,"[0.5000019669532776, 0.6532076597213745, -4.3032119378949574e-07, 0.5595870614051819, 0.6301125884056091, -0.027986016124486923, 0.5918050408363342, 0.5419924259185791, -0.03668022155761719, 0.603207528591156, 0.4637829065322876, -0.0437365360558033, 0.6179803013801575, 0.40764832496643066, -0.04455555975437164, 0.5551836490631104, 0.43752923607826233, -0.014753767289221287, 0.5700522661209106, 0.38835740089416504, -0.04513576999306679, 0.5783145427703857, 0.4583992063999176, -0.05387483537197113, 0.571410059928894, 0.48571154475212097, -0.05554388836026192, 0.5178980231285095, 0.4463997483253479, -0.01405024528503418, 0.5317415595054626, 0.42012688517570496, -0.04873653128743172, 0.5487891435623169, 0.5057995319366455, -0.05136637017130852, 0.5445210933685303, 0.5218779444694519, -0.04494011402130127, 0.484459787607193, 0.47368109226226807, -0.019595911726355553, 0.5003588199615479, 0.46775346994400024, -0.05960923433303833, 0.5209463238716125, 0.5439608693122864, -0.0517166368663311, 0.518057107925415, 0.5540691018104553, -0.03658046945929527, 0.45385876297950745, 0.5104584097862244, -0.026926644146442413, 0.4708285927772522, 0.5120479464530945, -0.054127003997564316, 0.4915435314178467, 0.5606587529182434, -0.04940648749470711, 0.4920911192893982, 0.567825436592102, -0.03927479684352875]",2025-11-03T02:06:13.549836
